Country Name,Country Code,Year,R&D_Expenditure_%GDP,Researchers_per_Million,Patent_Applications
Monaco,MCO,2004,0.03787,278.23291,7.0
Moldova,MDA,2004,0.34903,755.38437,297.0
Madagascar,MDG,2004,0.1926,46.25,16.0
Mexico,MEX,2004,0.37053,383.11111,565.0
North Macedonia,MKD,2004,0.23237,512.77378,44.0
Malaysia,MYS,2004,0.5999,507.42811,522.0
North America,NAC,2004,2.44891150793873,3680.3695172631,194767.0
Netherlands,NLD,2004,1.78901,2951.21244,2187.0
Norway,NOR,2004,1.53975,4514.09712,1142.0
Poland,POL,2004,0.5525,1595.82994,2381.0
Portugal,PRT,2004,0.7293,1975.6442,123.0
Paraguay,PRY,2004,0.06066,92.40942,18.0
Romania,ROU,2004,0.38942,988.65988,937.0
Russian Federation,RUS,2004,1.15133,3283.69795,22985.0
Singapore,SGP,2004,2.07859,5164.84335,641.0
Slovak Republic,SVK,2004,0.50069,1993.83051,215.0
Slovenia,SVN,2004,1.37026,2021.91495,342.0
Sweden,SWE,2004,3.36129,5434.9691,2768.0
Turkiye,TUR,2004,0.49713,496.59332,682.0
Upper middle income,UMC,2004,0.791335566424341,647.741632653206,104800.0
United States,USA,2004,2.48686,3637.14002,189536.0
Uzbekistan,UZB,2004,0.27041,583.10334,273.0
South Africa,ZAF,2004,0.72681,367.54743,956.0
Argentina,ARG,2005,0.42074,816.8412,1054.0
Austria,AUT,2005,2.37324,3470.7262,2270.0
Belgium,BEL,2005,1.79061,3173.07923,517.0
Bulgaria,BGR,2005,0.44269,1301.70634,261.0
Bosnia and Herzegovina,BIH,2005,0.02697,61.48538,66.0
Brazil,BRA,2005,1.00246,515.766,4054.0
Canada,CAN,2005,1.97127,4234.36344,5183.0
China,CHN,2005,1.30792,856.65892,93485.0
Cyprus,CYP,2005,0.36727,930.33788,20.0
Czechia,CZE,2005,1.161,2353.41029,586.0
Germany,DEU,2005,2.44193,3315.75626,48367.0
Denmark,DNK,2005,2.39337,5207.24681,1658.0
Algeria,DZA,2005,0.06367,170.18968,59.0
East Asia & Pacific,EAS,2005,2.39353265085718,1249.43827056641,596811.0
Europe & Central Asia,ECS,2005,1.65131109968889,2570.083702912,200131.0
Spain,ESP,2005,1.09956,2516.19827,3040.0
Estonia,EST,2005,0.91705,2451.18781,23.0
Ethiopia,ETH,2005,0.17917,20.82551,1.0
Finland,FIN,2005,3.3237,7558.69966,1830.0
France,FRA,2005,2.05151,3297.84746,14327.0
United Kingdom,GBR,2005,1.55004,4117.74512,17833.0
Greece,GRC,2005,0.57896,1787.19397,462.0
Guatemala,GTM,2005,0.03556,29.96244,17.0
High income,HIC,2005,2.18926001105738,3383.09718991529,886700.0
"Hong Kong SAR, China",HKG,2005,0.77343,2612.0206,156.0
Croatia,HRV,2005,0.84776,1327.97321,363.0
Hungary,HUN,2005,0.91951,1575.84829,705.0
India,IND,2005,0.82411,135.14649,4721.0
Iceland,ISL,2005,2.67969,7337.75322,47.0
Japan,JPN,2005,3.13092,5322.47485,367960.0
"Korea, Rep.",KOR,2005,2.5229,3763.23464,122188.0
Latin America & Caribbean,LCN,2005,0.582472196125068,461.238916110719,6517.0
Lithuania,LTU,2005,0.74821,2276.39834,68.0
Luxembourg,LUX,2005,1.55873,4826.35315,24.0
Latvia,LVA,2005,0.52707,1458.12295,112.0
"Macao SAR, China",MAC,2005,0.0876,608.64833,3.0
Monaco,MCO,2005,0.03821,309.90455,2.0
Moldova,MDA,2005,0.39865,717.41311,377.0
Madagascar,MDG,2005,0.15096,46.56194,7.0
Mexico,MEX,2005,0.38103,417.90546,584.0
North Macedonia,MKD,2005,0.22825,532.93852,53.0
North America,NAC,2005,2.45812840084043,3626.59330932403,213050.0
Netherlands,NLD,2005,1.77388,2908.98454,2217.0
Norway,NOR,2005,1.47715,4602.55542,1143.0
New Zealand,NZL,2005,1.12043,3159.23406,1893.0
Pakistan,PAK,2005,0.32946,73.17722,143.0
Philippines,PHL,2005,0.10692,79.06465,210.0
Poland,POL,2005,0.56278,1629.60294,2028.0
Portugal,PRT,2005,0.75755,2013.3272,158.0
Paraguay,PRY,2005,0.06091,77.36216,24.0
Romania,ROU,2005,0.41262,1077.55642,916.0
Russian Federation,RUS,2005,1.06797,3206.1882,23644.0
South Asia,SAS,2005,0.82411,135.14649,5063.0
Singapore,SGP,2005,2.14806,5650.62317,569.0
Slovak Republic,SVK,2005,0.49332,2031.13681,155.0
Slovenia,SVN,2005,1.41778,2634.49569,344.0
Sweden,SWE,2005,3.35958,6103.30894,2522.0
Thailand,THA,2005,0.21889,311.93079,891.0
Turkiye,TUR,2005,0.56381,567.50023,928.0
Upper middle income,UMC,2005,0.856554264708999,732.08513256127,135300.0
United States,USA,2005,2.50193,3560.28174,207867.0
Uzbekistan,UZB,2005,0.23741,638.4791,264.0
"Venezuela, RB",VEN,2005,0.18907,122.2736,121.0
World,WLD,2005,1.9513361774484,1190.14252936741,1038800.0
South Africa,ZAF,2005,0.77024,351.38625,1003.0
Argentina,ARG,2006,0.45216,888.89168,1020.0
Australia,AUS,2006,2.17862,4269.01789,2837.0
Austria,AUT,2006,2.35923,3536.82275,2271.0
Belgium,BEL,2006,1.82269,3318.08595,490.0
Bulgaria,BGR,2006,0.44216,1348.08734,243.0
Bosnia and Herzegovina,BIH,2006,0.01969,164.44144,55.0
Brazil,BRA,2006,0.98807,550.49741,3956.0
Canada,CAN,2006,1.94304,4315.13916,5522.0
China,CHN,2006,1.36854,931.20148,122318.0
Czechia,CZE,2006,1.22542,2552.57872,641.0
Germany,DEU,2006,2.47232,3411.78697,48012.0
Denmark,DNK,2006,2.403,5314.72934,1503.0
East Asia & Pacific,EAS,2006,2.39454977708492,1454.3677983571,609378.0
Europe & Central Asia,ECS,2006,1.65946325152854,2561.3297482136,205797.0
Ecuador,ECU,2006,0.13176,70.53158,8.0
Spain,ESP,2006,1.17702,2613.24064,3111.0
Estonia,EST,2006,1.11277,2600.75424,36.0
Finland,FIN,2006,3.33216,7689.18984,1816.0
France,FRA,2006,2.05094,3405.181,14529.0
United Kingdom,GBR,2006,1.57626,4176.43751,17484.0
Greece,GRC,2006,0.56118,1809.7524,532.0
Guatemala,GTM,2006,0.0501,24.57335,28.0
High income,HIC,2006,2.20991448341739,3481.78170954892,886500.0
"Hong Kong SAR, China",HKG,2006,0.79468,2649.43577,172.0
Croatia,HRV,2006,0.73211,1338.95518,317.0
Hungary,HUN,2006,0.9774,1745.00319,718.0
"Iran, Islamic Rep.",IRN,2006,0.55921,695.93817,5970.0
Iceland,ISL,2006,2.85266,7999.30666,45.0
Japan,JPN,2006,3.22766,5352.83117,347060.0
"Korea, Rep.",KOR,2006,2.71934,4173.2456,125476.0
Latin America & Caribbean,LCN,2006,0.582136814768682,460.120148480415,6364.0
Sri Lanka,LKA,2006,0.1742,90.37763,153.0
Lithuania,LTU,2006,0.79204,2425.77892,65.0
Luxembourg,LUX,2006,1.64886,4377.13881,26.0
Latvia,LVA,2006,0.64691,1765.58108,114.0
Morocco,MAR,2006,0.54987,653.41079,178.0
Moldova,MDA,2006,0.40622,698.34114,303.0
Madagascar,MDG,2006,0.14119,46.24168,4.0
Mexico,MEX,2006,0.35298,340.43454,574.0
North Macedonia,MKD,2006,0.19373,507.84433,55.0
Mozambique,MOZ,2006,0.3977,16.40562,1.0
Malaysia,MYS,2006,0.61106,371.05001,531.0
North America,NAC,2006,2.49293952109511,3667.27437112598,227306.0
Netherlands,NLD,2006,1.74067,3224.9245,2168.0
Norway,NOR,2006,1.44972,4866.24486,1119.0
Poland,POL,2006,0.55102,1563.45879,2157.0
Portugal,PRT,2006,0.95448,2344.86601,184.0
Romania,ROU,2006,0.45682,900.56598,814.0
Russian Federation,RUS,2006,1.07294,3218.09388,27884.0
Singapore,SGP,2006,2.11656,5785.80782,626.0
Slovak Republic,SVK,2006,0.47488,2190.13371,193.0
Slovenia,SVN,2006,1.53705,2928.65083,287.0
Sweden,SWE,2006,3.475,6159.34885,2446.0
Turkiye,TUR,2006,0.55292,612.17385,1072.0
Ukraine,UKR,2006,0.91403,1451.9222,3474.0
Upper middle income,UMC,2006,0.888647965417875,816.908076322553,170400.0
United States,USA,2006,2.54545,3596.55336,221784.0
Uzbekistan,UZB,2006,0.22395,571.67593,323.0
"Venezuela, RB",VEN,2006,0.31742,147.25143,101.0
South Africa,ZAF,2006,0.80291,373.41244,866.0
Argentina,ARG,2007,0.46007,971.29008,937.0
Austria,AUT,2007,2.41843,3823.63127,2385.0
Belgium,BEL,2007,1.84999,3431.0838,454.0
Bulgaria,BGR,2007,0.43003,1471.47888,211.0
Brazil,BRA,2007,1.08138,562.55469,4194.0
Canada,CAN,2007,1.90358,4596.69506,4998.0
Chile,CHL,2007,0.31143,334.61639,403.0
China,CHN,2007,1.37369,1076.73747,153060.0
Cyprus,CYP,2007,0.40007,1054.20653,3.0
Czechia,CZE,2007,1.29572,2701.68545,716.0
Germany,DEU,2007,2.46048,3573.67338,47853.0
Denmark,DNK,2007,2.51541,5539.33467,1660.0
East Asia & Pacific,EAS,2007,2.34636789993577,1449.07380228845,629917.0
Europe & Central Asia,ECS,2007,1.66047420443879,2561.2208367634,219661.0
Ecuador,ECU,2007,0.13501,65.03887,4.0
"Egypt, Arab Rep.",EGY,2007,0.2551,591.25817,516.0
Spain,ESP,2007,1.24053,2720.22197,3267.0
Estonia,EST,2007,1.05874,2747.58209,44.0
Ethiopia,ETH,2007,0.17089,19.72278,12.0
Finland,FIN,2007,3.33704,7390.55027,1804.0
France,FRA,2007,2.02451,3563.56539,14722.0
United Kingdom,GBR,2007,1.6183,4122.71329,17375.0
Greece,GRC,2007,0.57655,1904.75068,575.0
Guatemala,GTM,2007,0.06782,34.56902,9.0
High income,HIC,2007,2.20579933259752,3470.96090982342,898400.0
"Hong Kong SAR, China",HKG,2007,0.75161,2815.15829,160.0
Croatia,HRV,2007,0.78299,1419.96782,344.0
Hungary,HUN,2007,0.95445,1731.42684,689.0
Iceland,ISL,2007,2.53294,7175.58294,61.0
Italy,ITA,2007,1.12899,1579.89282,9255.0
Japan,JPN,2007,3.29257,5344.2381,333498.0
Kazakhstan,KAZ,2007,0.20884,394.65661,1633.0
Kenya,KEN,2007,0.35521,56.1911,41.0
"Korea, Rep.",KOR,2007,2.87258,4614.74679,128701.0
Latin America & Caribbean,LCN,2007,0.619154339858122,472.649084503284,6606.0
Lithuania,LTU,2007,0.80174,2605.27005,62.0
Luxembourg,LUX,2007,1.57165,4618.93667,15.0
Latvia,LVA,2007,0.55107,1881.56079,139.0
"Macao SAR, China",MAC,2007,0.05684,379.66089,1.0
Moldova,MDA,2007,0.54557,723.79793,333.0
Madagascar,MDG,2007,0.12091,46.80207,9.0
Mexico,MEX,2007,0.38039,351.25363,629.0
North Macedonia,MKD,2007,0.17093,497.29935,105.0
Malta,MLT,2007,0.5454,1181.74634,10.0
North America,NAC,2007,2.54858897207152,3646.94071825939,246345.0
Netherlands,NLD,2007,1.6703,3093.10821,2079.0
Norway,NOR,2007,1.55794,5202.07257,1225.0
New Zealand,NZL,2007,1.15764,3472.58808,1892.0
Pakistan,PAK,2007,0.52343,144.82577,109.0
Philippines,PHL,2007,0.10498,77.12363,225.0
Poland,POL,2007,0.56193,1614.00137,2392.0
Portugal,PRT,2007,1.12417,2674.3872,250.0
Romania,ROU,2007,0.51148,897.74358,827.0
Russian Federation,RUS,2007,1.11611,3259.50421,27505.0
Singapore,SGP,2007,2.31986,6083.98319,696.0
Serbia,SRB,2007,0.57877,1190.39138,395.0
Slovak Republic,SVK,2007,0.44746,2297.64491,239.0
Slovenia,SVN,2007,1.42703,3115.13903,331.0
Sweden,SWE,2007,3.23383,5026.89783,2527.0
Thailand,THA,2007,0.2008,320.05038,945.0
Tunisia,TUN,2007,0.6654,1078.62762,76.0
Turkiye,TUR,2007,0.68616,705.52013,1810.0
Ukraine,UKR,2007,0.81869,1430.03134,3440.0
Upper middle income,UMC,2007,0.946915132282692,904.920794823043,207000.0
United States,USA,2007,2.61516,3543.24508,241347.0
Uzbekistan,UZB,2007,0.21721,563.73574,324.0
"Venezuela, RB",VEN,2007,0.2011,164.09665,63.0
South Africa,ZAF,2007,0.79364,384.41697,915.0
Argentina,ARG,2008,0.47055,1032.67483,801.0
Australia,AUS,2008,2.39898,4379.63519,2821.0
Austria,AUT,2008,2.56945,4152.75477,2298.0
Belgium,BEL,2008,1.93684,3447.86531,575.0
Bulgaria,BGR,2008,0.44731,1505.75099,249.0
Brazil,BRA,2008,1.12904,598.65285,4280.0
Canada,CAN,2008,1.85578,4725.99112,5061.0
Switzerland,CHE,2008,2.65296,3313.52642,1594.0
Chile,CHL,2008,0.37492,355.67666,531.0
China,CHN,2008,1.44592,1197.58885,194579.0
Costa Rica,CRI,2008,0.38593,264.17779,24.0
Cyprus,CYP,2008,0.38594,1038.21427,11.0
Czechia,CZE,2008,1.23358,2876.01839,712.0
Germany,DEU,2008,2.61513,3726.67445,49240.0
Denmark,DNK,2008,2.77346,6519.6824,1634.0
East Asia & Pacific,EAS,2008,2.34899778426741,1688.80907190376,659377.0
Europe & Central Asia,ECS,2008,1.72248059705499,2631.5115134014,224231.0
Ecuador,ECU,2008,0.23011,103.21122,2.0
"Egypt, Arab Rep.",EGY,2008,0.27024,410.61485,481.0
Spain,ESP,2008,1.325,2850.35985,3632.0
Estonia,EST,2008,1.25188,2972.93057,62.0
Finland,FIN,2008,3.53697,7712.31606,1799.0
France,FRA,2008,2.06117,3636.48425,14658.0
United Kingdom,GBR,2008,1.60901,4077.28663,16523.0
Guatemala,GTM,2008,0.0629,39.14498,5.0
High income,HIC,2008,2.27037464024375,3534.47350175068,888200.0
"Hong Kong SAR, China",HKG,2008,0.71996,2636.81534,173.0
Croatia,HRV,2008,0.87568,1551.807,330.0
Hungary,HUN,2008,0.97757,1845.99803,683.0
"Iran, Islamic Rep.",IRN,2008,0.64647,723.09305,15403.0
Iceland,ISL,2008,2.46414,7313.20175,50.0
Italy,ITA,2008,1.15972,1613.51417,8588.0
Japan,JPN,2008,3.29224,5125.12165,330110.0
Kazakhstan,KAZ,2008,0.21654,365.52061,1483.0
"Korea, Rep.",KOR,2008,2.98887,4892.49313,127114.0
Latin America & Caribbean,LCN,2008,0.666047345320351,487.923131125271,6676.0
Sri Lanka,LKA,2008,0.11444,95.90583,201.0
Lithuania,LTU,2008,0.78932,2624.8157,87.0
Luxembourg,LUX,2008,1.54663,4725.37233,48.0
Latvia,LVA,2008,0.5772,1993.41671,206.0
"Macao SAR, China",MAC,2008,0.10106,378.38481,3.0
Moldova,MDA,2008,0.53463,820.94705,273.0
Madagascar,MDG,2008,0.11764,45.1091,14.0
Mexico,MEX,2008,0.42416,343.53328,685.0
North Macedonia,MKD,2008,0.22358,466.13087,34.0
Malta,MLT,2008,0.52667,1294.07262,14.0
Mozambique,MOZ,2008,0.13607,20.60081,2.0
Malaysia,MYS,2008,0.78847,598.97222,818.0
North America,NAC,2008,2.65916076705924,3772.80404210971,236649.0
Netherlands,NLD,2008,1.62269,3063.96158,2421.0
Norway,NOR,2008,1.54556,5399.5311,1150.0
Poland,POL,2008,0.59944,1626.3818,2488.0
Portugal,PRT,2008,1.44335,3827.16557,381.0
Paraguay,PRY,2008,0.04113,83.42281,13.0
Romania,ROU,2008,0.55215,932.80168,995.0
Russian Federation,RUS,2008,1.04435,3137.57879,27712.0
Singapore,SGP,2008,2.59674,5916.30242,793.0
Serbia,SRB,2008,0.66966,1354.72005,386.0
Slovak Republic,SVK,2008,0.46137,2340.90823,167.0
Slovenia,SVN,2008,1.62673,3477.77233,301.0
Sweden,SWE,2008,3.46999,5468.69683,2549.0
Tunisia,TUN,2008,0.63933,1208.60937,76.0
Turkiye,TUR,2008,0.68741,742.74528,2221.0
Ukraine,UKR,2008,0.80991,1404.84115,2825.0
Upper middle income,UMC,2008,0.996671179692979,995.176494901626,253900.0
Uruguay,URY,2008,0.37441,433.22906,33.0
United States,USA,2008,2.74481,3668.58989,231588.0
Uzbekistan,UZB,2008,0.19354,587.88058,262.0
"Venezuela, RB",VEN,2008,0.23803,188.85344,51.0
South Africa,ZAF,2008,0.80567,381.59248,860.0
Zambia,ZMB,2008,0.27819,41.90146,26.0
Argentina,ARG,2009,0.58398,1031.64133,640.0
Austria,AUT,2009,2.59674,4157.93027,2263.0
Belgium,BEL,2009,1.9986,3554.67756,669.0
Bulgaria,BGR,2009,0.49338,1593.43114,242.0
Brazil,BRA,2009,1.11866,634.14103,4271.0
Canada,CAN,2009,1.91742,4466.14043,5067.0
Chile,CHL,2009,0.35403,287.11073,343.0
China,CHN,2009,1.6648,861.24883,229096.0
Costa Rica,CRI,2009,0.51718,343.38493,16.0
Cyprus,CYP,2009,0.44437,1095.4538,6.0
Czechia,CZE,2009,1.28656,2765.27088,789.0
Germany,DEU,2009,2.74266,3916.78276,47859.0
Denmark,DNK,2009,3.05514,6674.9003,1518.0
East Asia & Pacific,EAS,2009,2.24742572897725,1121.5524251653,667812.0
Europe & Central Asia,ECS,2009,1.81402538867088,2653.3461413523,217062.0
Ecuador,ECU,2009,0.41055,118.28189,6.0
"Egypt, Arab Rep.",EGY,2009,0.43312,405.67613,490.0
Spain,ESP,2009,1.36364,2876.51477,3596.0
Estonia,EST,2009,1.39679,3229.67528,76.0
Finland,FIN,2009,3.73402,7669.28354,1806.0
France,FRA,2009,2.21207,3722.99987,14100.0
United Kingdom,GBR,2009,1.66991,4113.41572,15985.0
Guatemala,GTM,2009,0.0562,39.35924,7.0
High income,HIC,2009,2.3503548150272,3565.79823164463,841600.0
"Hong Kong SAR, China",HKG,2009,0.77342,2737.39051,149.0
Croatia,HRV,2009,0.83304,1606.76105,250.0
Hungary,HUN,2009,1.12802,2004.50214,757.0
Indonesia,IDN,2009,0.08332,88.33347,415.0
"Iran, Islamic Rep.",IRN,2009,0.27258,687.77269,12184.0
Iceland,ISL,2009,2.59713,7841.17942,64.0
Italy,ITA,2009,1.21787,1703.84695,8814.0
Japan,JPN,2009,3.1959,5114.01193,295315.0
Kazakhstan,KAZ,2009,0.22924,338.66777,1513.0
"Korea, Rep.",KOR,2009,3.14669,5037.92837,127316.0
Latin America & Caribbean,LCN,2009,0.692113450759657,510.263368127076,6468.0
Lithuania,LTU,2009,0.83084,2666.31995,91.0
Luxembourg,LUX,2009,1.58839,4852.27924,60.0
Latvia,LVA,2009,0.44858,1673.90361,240.0
"Macao SAR, China",MAC,2009,0.05407,552.53708,1.0
Moldova,MDA,2009,0.52557,801.95946,134.0
Madagascar,MDG,2009,0.13054,43.80387,1.0
Mexico,MEX,2009,0.45748,386.49816,822.0
North Macedonia,MKD,2009,0.19679,432.44594,39.0
Malta,MLT,2009,0.50739,1176.53223,8.0
Malaysia,MYS,2009,1.01001,1063.03522,1234.0
North America,NAC,2009,2.71492618411278,3857.19537799373,229979.0
Netherlands,NLD,2009,1.6657,2822.24977,2575.0
Norway,NOR,2009,1.71678,5474.54077,1246.0
New Zealand,NZL,2009,1.25214,3760.38719,1555.0
Philippines,PHL,2009,0.10901,80.30929,172.0
Poland,POL,2009,0.66106,1608.44328,2899.0
Portugal,PRT,2009,1.58001,3768.61566,571.0
Romania,ROU,2009,0.44395,933.38509,1054.0
Russian Federation,RUS,2009,1.25192,3075.23481,25598.0
Singapore,SGP,2009,2.1279,6219.94574,750.0
Serbia,SRB,2009,0.8173,1423.86226,319.0
Slovak Republic,SVK,2009,0.47272,2469.7369,176.0
Slovenia,SVN,2009,1.81184,3671.25911,373.0
Sweden,SWE,2009,3.39528,5110.718,2186.0
Thailand,THA,2009,0.23455,324.12834,1025.0
Tunisia,TUN,2009,0.70644,1480.83462,105.0
Turkiye,TUR,2009,0.80362,801.95239,2555.0
Ukraine,UKR,2009,0.82596,1324.32376,2434.0
Upper middle income,UMC,2009,1.10094752175673,703.299319497803,284200.0
Uruguay,URY,2009,0.40239,565.96314,30.0
United States,USA,2009,2.79181,3790.4393,224912.0
Uzbekistan,UZB,2009,0.20315,580.2566,238.0
"Venezuela, RB",VEN,2009,0.24014,184.39061,60.0
South Africa,ZAF,2009,0.74993,384.84932,822.0
Argentina,ARG,2010,0.56104,1119.05035,552.0
Australia,AUS,2010,2.37009,4568.56658,2409.0
Austria,AUT,2010,2.7261,4379.18237,2424.0
Belgium,BEL,2010,2.06188,3755.63584,620.0
Bulgaria,BGR,2010,0.56299,1470.69323,243.0
Brazil,BRA,2010,1.15992,696.09998,4228.0
Canada,CAN,2010,1.82504,4664.07888,4550.0
Chile,CHL,2010,0.33165,318.2091,328.0
China,CHN,2010,1.71372,898.85545,293066.0
Costa Rica,CRI,2010,0.4799,385.92478,8.0
Cyprus,CYP,2010,0.44292,1104.81725,4.0
Czechia,CZE,2010,1.3267,2799.12504,868.0
Germany,DEU,2010,2.73024,4056.42386,47047.0
Denmark,DNK,2010,2.91707,6763.58309,1626.0
East Asia & Pacific,EAS,2010,2.39654257840267,1471.68017837487,731535.0
Europe & Central Asia,ECS,2010,1.7765652879188,2706.06002307146,227012.0
Ecuador,ECU,2010,0.41127,141.13492,4.0
"Egypt, Arab Rep.",EGY,2010,0.43345,461.31975,605.0
Spain,ESP,2010,1.35996,2879.99747,3566.0
Estonia,EST,2010,1.57899,3057.78287,84.0
Finland,FIN,2010,3.70532,7740.92101,1731.0
France,FRA,2010,2.17857,3849.5934,14748.0
United Kingdom,GBR,2010,1.63886,4089.20558,15490.0
Guatemala,GTM,2010,0.04421,25.28604,7.0
High income,HIC,2010,2.32250163043972,3590.45604299763,861700.0
"Hong Kong SAR, China",HKG,2010,0.74946,3062.54396,133.0
Croatia,HRV,2010,0.73055,1649.24941,257.0
Hungary,HUN,2010,1.12865,2135.63344,649.0
India,IND,2010,0.78849,156.19059,8853.0
"Iran, Islamic Rep.",IRN,2010,0.26442,712.4395,11108.0
Italy,ITA,2010,1.21797,1722.66807,8877.0
Japan,JPN,2010,3.10495,5117.18164,290081.0
Kazakhstan,KAZ,2010,0.15341,360.06018,1691.0
Kenya,KEN,2010,0.69222,226.90023,77.0
"Korea, Rep.",KOR,2010,3.31578,5429.43919,131805.0
Latin America & Caribbean,LCN,2010,0.732700620803165,540.766374471365,6390.0
Sri Lanka,LKA,2010,0.13241,102.80578,225.0
Lithuania,LTU,2010,0.7833,2736.49225,108.0
Luxembourg,LUX,2010,1.42373,5200.13851,79.0
Latvia,LVA,2010,0.60571,1836.97506,178.0
"Macao SAR, China",MAC,2010,0.05012,628.84194,4.0
Morocco,MAR,2010,0.66036,721.98655,152.0
Moldova,MDA,2010,0.3665,760.16606,139.0
Madagascar,MDG,2010,0.09903,50.26629,9.0
Mexico,MEX,2010,0.47353,341.23898,951.0
North Macedonia,MKD,2010,0.21634,535.89171,27.0
Malta,MLT,2010,0.58741,1391.94851,12.0
Mozambique,MOZ,2010,0.37595,40.21198,15.0
Malaysia,MYS,2010,1.03608,1452.73369,1231.0
North America,NAC,2010,2.62715626492807,3660.4057136891,246527.0
Netherlands,NLD,2010,1.70404,3210.02025,2527.0
Norway,NOR,2010,1.6412,5444.69765,1117.0
